Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43
10939,CA3672249239,1FDYR2CM3GKB41500,BA-135,3672249239,3672249239,11,EDT,7/30/25 2:44:47 PM,7/30/25 11:44:47 AM MST,2025-07-30T18:44:47+00:00,2025-07-30 14:56:21,Jul 30 2025 11:44:47,42.7322401,-71.4740438,,,"55 Harris Rd, Nashua, NH 03062-2145",184,S,off,0,0,0,0,Stopped 11 min,yellow_dot,394819.6,12.6,0,unassigned,07/30/2025 11:44:47,[],[],,,,,,Hooksett,7.0,ALS,
10940,CA3672255548,1FDYR2CV0FKA50577,BA-136,3672255548,3672255548,69,EDT,7/30/25 1:47:06 PM,7/30/25 10:47:06 AM MST,2025-07-30T17:47:06+00:00,2025-07-30 14:56:21,Jul 30 2025 10:47:06,42.9607551,-71.4776778,,,"5 Washington Pl, Bedford, NH 03110-6736",82,E,on,0,0,0,0,"Out of Range 1 hour, 9 min",orange_dot,301062.4,10.9,5566932,assigned,07/30/2025 11:07:57,[],[],Scott,Addison,11746,False,,Hooksett,7.0,BLS,
10941,CA3672249242,1FDYR2CV6FKA50583,BA-137,3672249242,3672249242,0,EDT,7/30/25 2:55:37 PM,7/30/25 11:55:37 AM MST,2025-07-30T18:55:37+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:37,42.3524239,-71.0860108,,,"Back St, Boston, MA 02115",69,ENE,on,26,15,19,0,19 mph ENE (26 max),green_dot,275201.0,13.7,5572257,assigned,07/30/2025 11:47:48,[],[],Jason,Rapsis,11271,False,,Hooksett,7.0,BLS,
10942,CA3672241581,1FDWE3FNXMDC08168,BA-138,3672241581,3672241581,59,EDT,7/30/25 1:56:56 PM,7/30/25 10:56:56 AM MST,2025-07-30T17:56:56+00:00,2025-07-30 14:56:21,Jul 30 2025 10:56:56,42.0547475,-71.01312,994783.0,Brewster Brockton Main St,"1555 Main St, Brockton, MA 02301-7113",65,ENE,off,0,0,0,0,Stopped 59 min,yellow_dot,142074.1,12.8,0,unassigned,07/30/2025 10:56:56,[],[],,,,,,Brockton Main St.,3.0,BLS,
10943,CA3672241644,1FDWE3FN6MDC08166,BA-139,3672241644,3672241644,73,EDT,7/30/25 1:42:49 PM,7/30/25 10:42:49 AM MST,2025-07-30T17:42:49+00:00,2025-07-30 14:56:21,Jul 30 2025 10:42:49,42.0548412,-71.0131411,994783.0,Brewster Brockton Main St,"1555 Main St, Brockton, MA 02301-7113",319,NW,off,0,0,0,0,"Stopped 1 hour, 13 min",red_dot,137029.8,12.7,0,unassigned,07/30/2025 10:42:49,[],[],,,,,,Brockton Main St.,3.0,BLS,
10944,CA3672023494,1FDWE3FN3MDC08173,BA-140,3672023494,3672023494,112,EDT,7/30/25 1:04:21 PM,7/30/25 10:04:21 AM MST,2025-07-30T17:04:21+00:00,2025-07-30 14:56:21,Jul 30 2025 10:04:21,42.0906361,-71.0170508,,,"44 Elliot St, Brockton, MA 02301-3550",91,E,off,0,0,0,0,"Stopped 1 hour, 52 min",red_dot,112652.7,12.5,0,unassigned,07/30/2025 10:04:21,[],[],,,,,,Brockton Montello,3.0,BLS,
10945,CA3672085112,1FDWE3FN9MDC08064,BA-141,3672085112,3672085112,58,EDT,7/30/25 1:58:06 PM,7/30/25 10:58:06 AM MST,2025-07-30T17:58:06+00:00,2025-07-30 14:56:21,Jul 30 2025 11:10:26,42.0905345,-71.0169626,994784.0,Brewster N.Montello,"47 Elliot St, Brockton, MA 02301-3549",348,NNW,off,0,0,0,0,Stopped 58 min,yellow_dot,103911.4,13.0,0,unassigned,07/30/2025 10:58:06,[],[],,,,,,Brockton Montello,3.0,BLS,
10946,CA3672239949,1FDYR2XM0HKB36038,BA-142,3672239949,3672239949,1,EDT,7/30/25 2:55:03 PM,7/30/25 11:55:03 AM MST,2025-07-30T18:55:03+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:03,41.6655175,-70.9034396,,,"389 Alden Rd, Fairhaven, MA 02719-4451",62,ENE,on,0,0,0,0,0 mph ENE (max),green_dot,288051.0,12.3,5566419,assigned,07/30/2025 11:55:44,[],[],Stephen,Traverso,11627,False,,New Bedford,4.0,BLS,
10947,CA3672241387,1FDYR2CM6JKA36036,BA-143,3672241387,3672241387,18,EDT,7/30/25 2:37:54 PM,7/30/25 11:37:54 AM MST,2025-07-30T18:37:54+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:11,41.6358069,-70.9003501,,,"102 Laurel St, Fairhaven, MA 02719-3825",347,NNW,on,0,0,0,25,Idle stop for 18 min,blue_dot,290844.3,13.8,5564203,assigned,07/30/2025 09:08:03,[],[],Diana,Jesus,9851,False,,New Bedford,4.0,BLS,
10948,CA3672248663,1FDYR2CMXJKA33088,BA-144,3672248663,3672248663,1265,EDT,7/29/25 5:50:26 PM,7/29/25 2:50:26 PM MST,2025-07-29T21:50:26+00:00,2025-07-30 14:56:21,Jul 30 2025 07:20:09,41.7268313,-70.9530594,966832.0,Brewster N.Bedford,"213 Theodore Rice Blvd, New Bedford, MA 02745-1213",175,S,off,0,0,0,0,"Stopped 21 hrs, 5 min",red_dot,335229.6,12.7,0,unassigned,07/29/2025 14:50:26,[],[],,,,,,New Bedford,4.0,BLS,
10949,CA3672239622,1FDYR2XM4HKB22403,BA-145,3672239622,3672239622,301,EDT,7/30/25 9:54:45 AM,7/30/25 6:54:45 AM MST,2025-07-30T13:54:45+00:00,2025-07-30 14:56:21,Jul 30 2025 06:54:45,41.7270071,-70.953307,966832.0,Brewster N.Bedford,"213 Theodore Rice Blvd, New Bedford, MA 02745-1213",295,WNW,off,0,0,0,0,"Stopped 5 hrs, 1 min",red_dot,306726.6,13.1,0,unassigned,07/30/2025 06:54:45,[],[],,,,,,New Bedford,4.0,BLS,
10950,CA3672238955,1FDYR2XM1HKB36033,BA-146,3672238955,3672238955,10,EDT,7/30/25 2:46:11 PM,7/30/25 11:46:11 AM MST,2025-07-30T18:46:11+00:00,2025-07-30 14:56:21,Jul 30 2025 11:46:11,41.6274018,-70.9380771,994802.0,St Lukes Hospital,"34 Taber St, New Bedford, MA 02740-2234",127,SE,off,0,0,0,0,Stopped 10 min,yellow_dot,323883.5,13.0,0,unassigned,07/30/2025 11:46:11,[],[],,,,,,,,,
10951,CA3672239618,1FDYR2XM6HKB36030,BA-147,3672239618,3672239618,9,EDT,7/30/25 2:46:56 PM,7/30/25 11:46:56 AM MST,2025-07-30T18:46:56+00:00,2025-07-30 14:56:21,Jul 30 2025 11:56:10,41.7095124,-71.1459788,966829.0,Charlton Hospital,"363 Highland Ave, Fall River, MA 02720",285,WNW,on,0,0,0,0,Idle stop for 9 min,blue_dot,245365.8,13.8,5563612,assigned,07/30/2025 09:19:41,[],[],,,,False,,New Bedford,4.0,BLS,
10952,CA3672241464,1FDYR2XM5HKB36035,BA-148,3672241464,3672241464,0,EDT,7/30/25 2:56:16 PM,7/30/25 11:56:16 AM MST,2025-07-30T18:56:16+00:00,2025-07-30 14:56:21,Jul 30 2025 11:56:16,41.6804026,-71.1216932,,,"I-195, Fall River, MA 02723",102,ESE,on,63,58,59,65,59 mph ESE (63 max),green_dot,302255.5,13.5,5570036,assigned,07/30/2025 11:48:14,[],[],Mya,Ostiguy,mostiguy,False,,New Bedford,4.0,BLS,
10953,CA3672234184,1FDYR2XM6HKB22404,BA-149,3672234184,3672234184,4,EDT,7/30/25 2:51:37 PM,7/30/25 11:51:37 AM MST,2025-07-30T18:51:37+00:00,2025-07-30 14:56:21,Jul 30 2025 11:51:37,41.7556436,-70.7152096,966834.0,Tobey,"48 High St, Wareham, MA 02571-2014",246,WSW,off,0,0,0,25,Stopped 4 min,yellow_dot,382230.4,13.1,0,unassigned,07/30/2025 11:51:37,[],[],,,,,,Wareham,4.0,BLS,
10954,CA3672241565,1FDBW1XG9PKB07915,BA-150,3672241565,3672241565,12,EDT,7/30/25 2:43:29 PM,7/30/25 11:43:29 AM MST,2025-07-30T18:43:29+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:29,42.3485482,-71.14938,,,"255 Washington St, Brighton, MA 02135",102,ESE,on,0,0,0,0,Idle stop for 12 min,blue_dot,62155.5,13.5,5564018,assigned,07/30/2025 11:43:39,[],[],aaron,mamoon,10669,False,,Hyde Park,1.0,BLS,
10955,CA3672248598,1FDBW1XG9PKB07848,BA-151,3672248598,3672248598,7,EDT,7/30/25 2:48:35 PM,7/30/25 11:48:35 AM MST,2025-07-30T18:48:35+00:00,2025-07-30 14:56:21,Jul 30 2025 11:48:35,42.2505028,-71.1326468,,,"31 Charles St, Hyde Park, MA 02136-1601",217,SW,off,0,0,0,0,Stopped 7 min,yellow_dot,65682.7,13.4,0,unassigned,07/30/2025 11:48:35,[],[],,,,,,Hyde Park,1.0,BLS,
10956,CA3672241479,1FDBW1XG9PKB07817,BA-152,3672241479,3672241479,0,EDT,7/30/25 2:56:18 PM,7/30/25 11:56:18 AM MST,2025-07-30T18:56:18+00:00,2025-07-30 14:56:21,Jul 30 2025 11:56:18,42.2794206,-71.7605249,,,"North Rd, Worcester, MA 01605",61,ENE,on,18,14,10,20,10 mph ENE (18 max),green_dot,58583.7,13.7,5572335,assigned,07/30/2025 11:00:47,[],[],Lauren,Donato,13727,False,,,,,
10957,CA3672239165,1FDBW1XG9PKB07851,BA-153,3672239165,3672239165,0,EDT,7/30/25 2:56:20 PM,7/30/25 11:56:20 AM MST,2025-07-30T18:56:20+00:00,2025-07-30 14:56:21,Jul 30 2025 11:56:20,42.292383,-71.1217741,,,"4004 Washington St, Roslindale, MA 02131-1130",38,NE,on,23,19,6,25,6 mph NE (23 max),green_dot,66904.9,13.6,0,unassigned,07/30/2025 11:39:39,[],[],,,,,,Hyde Park,1.0,BLS,
10958,CA3672248595,1FDBW1XG8PKB07842,BA-154,3672248595,3672248595,21,EDT,7/30/25 2:34:40 PM,7/30/25 11:34:40 AM MST,2025-07-30T18:34:40+00:00,2025-07-30 14:56:21,Jul 30 2025 11:34:40,42.3407994,-71.1049813,996505.0,Beth Isreal Hospital West,"321 Brookline Ave, Boston, MA 02215-4102",309,NW,off,0,0,0,25,Stopped 21 min,yellow_dot,63287.6,13.1,0,unassigned,07/30/2025 11:34:40,[],[],,,,,,Hyde Park,1.0,BLS,
10959,CA3672240934,1FDBW1XGXPKB67668,BA-155,3672240934,3672240934,1,EDT,7/30/25 2:54:34 PM,7/30/25 11:54:34 AM MST,2025-07-30T18:54:34+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:34,42.1989642,-71.0062527,,,"1102 Washington St, Braintree, MA 02184-5438",49,NE,on,0,0,0,0,0 mph NE (max),green_dot,65611.8,13.6,0,unassigned,07/30/2025 10:31:07,[],[],,,,,,Weymouth,2.0,BLS,
10960,CA3672249023,1FDBW1XG9PKB67659,BA-156,3672249023,3672249023,0,EDT,7/30/25 2:55:54 PM,7/30/25 11:55:54 AM MST,2025-07-30T18:55:54+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:54,42.3634379,-71.0668905,996508.0,Mass General Hospital,"William Cardinal Oconnell Way, Boston, MA 02114",95,E,on,15,7,7,0,7 mph E (15 max),green_dot,41942.2,13.7,0,unassigned,07/30/2025 11:52:19,[],[],,,,,,Weymouth,1.0,BLS,
10961,CA3672249645,1FDBW1XG5PKB67660,BA-157,3672249645,3672249645,1,EDT,7/30/25 2:54:41 PM,7/30/25 11:54:41 AM MST,2025-07-30T18:54:41+00:00,2025-07-30 14:56:21,Jul 30 2025 11:54:41,42.2559103,-71.0323798,,,"661 Adams St, Quincy, MA 02169-1302",291,WNW,on,31,14,0,25,0 mph WNW (31 max),green_dot,45802.5,13.5,5570037,assigned,07/30/2025 11:17:03,[],[],Cassandra,Logg,clogg,False,,Weymouth,2.0,BLS,
10962,CA3672172451,3672172451,BAD 3672172451,3672172451,3672172451,21797,EDT,7/15/25 11:39:15 AM,7/15/25 8:39:15 AM MST,2025-07-15T15:39:15+00:00,2025-07-30 14:56:21,Jul 19 2025 07:26:03,28.0181166,-82.1187154,,,"421 N Pennsylvania Ave, Plant City, FL 33563",0,,off,0,0,0,0,Stopped 15 days,red_dot,166262.6,4.0,0,unassigned,07/15/2025 08:39:15,[],[],,,,,,,,,
10963,CA3672172408,1FBAX2C83RKA58817,BCC-003,3672172408,3672172408,2,EDT,7/30/25 2:53:37 PM,7/30/25 11:53:37 AM MST,2025-07-30T18:53:37+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:41,42.3070022,-71.3960862,,,"29 Whittier St, Framingham, MA 01701-4620",332,NNW,on,0,0,0,0,0 mph NNW (max),green_dot,20067.9,13.7,0,unassigned,07/30/2025 10:54:51,[],[],,,,,,,,,
10964,CA3672172605,1FBAX2C86RKA57158,BCC-004,3672172605,3672172605,115,EDT,7/30/25 1:01:05 PM,7/30/25 10:01:05 AM MST,2025-07-30T17:01:05+00:00,2025-07-30 14:56:21,Jul 30 2025 10:01:05,42.2060137,-70.9568806,994995.0,Brewster Weymouth,"Main St, Weymouth, MA 02188",206,SSW,off,0,0,0,40,"Stopped 1 hour, 55 min",red_dot,17153.9,13.6,0,unassigned,07/30/2025 10:01:05,[],[],,,,,,,,,
10965,CA3672255256,1FDAX2X84PKPKB52641,BCC-005,3672255256,3672255256,1,EDT,7/30/25 2:55:17 PM,7/30/25 11:55:17 AM MST,2025-07-30T18:55:17+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:17,42.3210677,-71.092853,,,"2840 Washington St, Roxbury, MA 02119-1243",226,SW,on,26,6,0,25,0 mph SW (26 max),green_dot,26014.5,13.5,5565457,assigned,07/30/2025 11:32:37,[],[],Richard,Collins,1140,False,,,,,
10966,CA3672172174,1FTNE2EW7BDA29099,BCC-006,3672172174,3672172174,162,EDT,7/30/25 12:14:18 PM,7/30/25 9:14:18 AM MST,2025-07-30T16:14:18+00:00,2025-07-30 14:56:21,Jul 30 2025 09:14:18,41.8930329,-71.0900366,994800.0,Brewster Taunton,"323 Weir St, Taunton, MA 02780-4233",124,SE,off,0,0,0,20,"Stopped 2 hrs, 42 min",red_dot,343714.9,12.9,0,unassigned,07/30/2025 09:14:18,[],[],,,,,,,,,
10967,CA3672253478,1FDAX2X89PKB53770,BCC-007,3672253478,3672253478,27475,EDT,7/11/25 1:01:21 PM,7/11/25 10:01:21 AM MST,2025-07-11T17:01:21+00:00,2025-07-30 14:56:21,Jul 30 2025 04:17:50,41.9443293,-70.6472852,994794.0,Plymouth Obery St,"16 Obery St, Plymouth, MA 02360-2130",0,,off,0,0,0,0,Stopped 19 days,red_dot,46385.6,12.6,0,unassigned,07/11/2025 10:01:21,[],[],,,,,,,,,
10968,CA3672172535,1FBAX2C88RKA59218,BCC-008,3672172535,3672172535,190,EDT,7/30/25 11:45:33 AM,7/30/25 8:45:33 AM MST,2025-07-30T15:45:33+00:00,2025-07-30 14:56:21,Jul 30 2025 08:45:33,41.9446828,-71.2705425,994785.0,Brewster Attleboro,"48 Eddy St, Attleboro, MA 02703-2406",207,SSW,off,0,0,0,0,"Stopped 3 hrs, 10 min",red_dot,19673.6,13.4,0,unassigned,07/30/2025 08:45:33,[],[],,,,,,,,,
10969,CA3672172499,1FBAX2C85RKA57295,BCC-009,3672172499,3672172499,26,EDT,7/30/25 2:30:12 PM,7/30/25 11:30:12 AM MST,2025-07-30T18:30:12+00:00,2025-07-30 14:56:21,Jul 30 2025 11:30:12,41.9442583,-70.6475394,994794.0,Plymouth Obery St,"16 Obery St, Plymouth, MA 02360-2130",219,SW,off,0,0,0,0,Stopped 26 min,yellow_dot,23918.1,13.3,0,unassigned,07/30/2025 11:30:12,[],[],,,,,,,,,
10970,CA3672171669,1FBAX2C87RKA58903,BCC-010,3672171669,3672171669,22,EDT,7/30/25 2:33:22 PM,7/30/25 11:33:22 AM MST,2025-07-30T18:33:22+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:39,42.1538071,-71.5538382,,,"Asylum St, Milford, MA 01757",30,NNE,on,0,0,0,0,Idle stop for 22 min,blue_dot,12448.3,13.6,0,unassigned,07/30/2025 05:19:34,[],[],,,,,,,,,
10971,CA3672172422,1FBAX2C84RKA58258,BCC-011,3672172422,3672172422,99,EDT,7/30/25 1:16:23 PM,7/30/25 10:16:23 AM MST,2025-07-30T17:16:23+00:00,2025-07-30 14:56:21,Jul 30 2025 10:16:23,42.2923302,-71.1183699,994787.0,Brewster J.P,"269 Hyde Park Ave, Jamaica Plain, MA 02130-4226",187,S,off,0,0,0,0,"Stopped 1 hour, 39 min",red_dot,15727.7,13.7,0,unassigned,07/30/2025 10:16:23,[],[],,,,,,,,,
10972,CA3672253598,1FDAX2X89PKB53641,BCC-012,3672253598,3672253598,1,EDT,7/30/25 2:54:25 PM,7/30/25 11:54:25 AM MST,2025-07-30T18:54:25+00:00,2025-07-30 14:56:21,Jul 30 2025 11:54:25,42.5260614,-70.9273184,,,"Central St, Peabody, MA 01960",240,WSW,on,25,3,9,25,9 mph WSW (25 max),green_dot,29110.1,13.7,5572230,assigned,07/30/2025 11:28:23,[],[],Paige,Daly,13723,False,,,,,
10973,CA3672253610,1FDAX2X80PKB53852,BCC-013,3672253610,3672253610,0,EDT,7/30/25 2:56:03 PM,7/30/25 11:56:03 AM MST,2025-07-30T18:56:03+00:00,2025-07-30 14:56:21,Jul 30 2025 11:56:03,42.3314445,-71.062613,,,"Frontage Rd, Boston, MA 02118",142,SE,on,5,0,0,0,0 mph SE (5 max),green_dot,25965.4,13.6,5564573,assigned,07/30/2025 11:32:23,[],[],Anne Marie,Blake,10599,False,,,,,
10974,CA3672253839,1FDAX2X86PKB53757,BCC-014,3672253839,3672253839,1,EDT,7/30/25 2:55:00 PM,7/30/25 11:55:00 AM MST,2025-07-30T18:55:00+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:00,42.2817477,-71.0597527,,,"431 Gallivan Blvd, Dorchester Center, MA 02124-5230",72,ENE,on,35,13,0,30,0 mph ENE (35 max),green_dot,86619.4,13.7,5564744,assigned,07/30/2025 11:30:17,[],[],Andrew,Scott,7266,False,,,,,
10975,CA3672234194,1FBAX2C83RKA58011,BCC-015,3672234194,3672234194,0,EDT,7/30/25 2:56:00 PM,7/30/25 11:56:00 AM MST,2025-07-30T18:56:00+00:00,2025-07-30 14:56:21,Jul 30 2025 11:56:00,42.2472081,-70.9882371,,,"15 Massachusetts Ave, Quincy, MA 02169-6925",25,NNE,on,18,15,18,0,18 mph NNE (max),green_dot,14703.9,13.7,5566405,assigned,07/30/2025 11:25:18,[],[],Maurice,Riley,3589,False,,,,,
10976,CA3672022749,1FTNE1EW2CDA44041,BCC-016,3672022749,3672022749,31902,EDT,7/8/25 11:13:30 AM,7/8/25 8:13:30 AM MST,2025-07-08T15:13:30+00:00,2025-07-30 14:56:21,Jul 30 2025 04:33:08,42.0544835,-71.0140405,994783.0,Brewster Brockton Main St,"1531 Main St, Brockton, MA 02301-7113",0,,off,0,0,0,30,Stopped 22 days,red_dot,240396.9,12.3,0,unassigned,07/08/2025 08:13:30,[],[],,,,,,,,,
10977,CA3672172607,1FBAX2C8XRKA59186,BCC-017,3672172607,3672172607,0,EDT,7/30/25 2:55:34 PM,7/30/25 11:55:34 AM MST,2025-07-30T18:55:34+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:34,42.3083048,-71.0537061,,,"Southeast Expy, Dorchester, MA 02125",7,N,on,47,42,47,55,47 mph N (max),green_dot,20833.2,13.7,5565313,assigned,07/30/2025 10:46:10,[],[],Charles,Panciotti,2132,False,,,,,
10978,CA3672172604,1FTYE1CM7JKA37996,BCC-018,3672172604,3672172604,11,EDT,7/30/25 2:44:24 PM,7/30/25 11:44:24 AM MST,2025-07-30T18:44:24+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:39,42.5122574,-70.9064377,999899.0,Salem Hospital,"3 Dove Ave, Salem, MA 01970",52,NE,on,0,0,0,0,Idle stop for 11 min,blue_dot,185558.2,13.9,5563898,assigned,07/30/2025 04:45:03,[],[],Mario,Couture,8488,False,,,,,
10979,CA3672172657,1FBAX2C80RKA57110,BCC-019,3672172657,3672172657,1017,EDT,7/29/25 9:59:20 PM,7/29/25 6:59:20 PM MST,2025-07-30T01:59:20+00:00,2025-07-30 14:56:21,Jul 30 2025 07:04:27,42.0544169,-71.0135268,994783.0,Brewster Brockton Main St,"1555 Main St, Brockton, MA 02301-7113",0,,off,0,0,0,0,"Stopped 16 hrs, 57 min",red_dot,14799.3,12.8,0,unassigned,07/29/2025 18:59:20,[],[],,,,,,,,,
10980,CA3672255221,1FBAX2C88RKA58828,BCC-021,3672255221,3672255221,1,EDT,7/30/25 2:54:33 PM,7/30/25 11:54:33 AM MST,2025-07-30T18:54:33+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:33,42.0967766,-71.0555503,,,"321 Westgate Dr Ext, Brockton, MA 02301",294,WNW,on,0,0,0,0,0 mph WNW (max),green_dot,20784.0,13.7,5564285,assigned,07/30/2025 10:50:30,[],[],MARCOS,ENCARNACION,2607,False,,,,,
10981,CA3672171672,1FMZK1CM5HKA23131,BCC-022,3672171672,3672171672,1,EDT,7/30/25 2:55:08 PM,7/30/25 11:55:08 AM MST,2025-07-30T18:55:08+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:08,42.3345004,-71.111943,,,"565 Brookline Ave, Brookline, MA 02445-7212",38,NE,on,32,13,0,25,0 mph NE (32 max),green_dot,225278.8,13.7,5571868,assigned,07/30/2025 10:52:38,[],[],Jocelyn,Pate,13633,False,,,,,
10982,CA3672172039,1FDZK1CMXJKA24698,BCC-023,3672172039,3672172039,2481,EDT,7/28/25 9:34:51 PM,7/28/25 6:34:51 PM MST,2025-07-29T01:34:51+00:00,2025-07-30 14:56:21,Jul 30 2025 06:40:08,42.2920419,-71.1181517,994787.0,Brewster J.P,"281 Hyde Park Ave, Jamaica Plain, MA 02130-4226",0,,off,0,0,0,0,"Stopped 1 day, 17 hrs",red_dot,179158.5,12.8,0,unassigned,07/28/2025 18:34:51,[],[],,,,,,,,,
10983,CA3672253826,1FDAX2X85PKB52504,BCC-024,3672253826,3672253826,37,EDT,7/30/25 2:19:13 PM,7/30/25 11:19:13 AM MST,2025-07-30T18:19:13+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:27,42.3598548,-71.5529111,,,"400 Bolton St, Marlborough, MA 01752-3912",177,S,on,0,0,0,0,Idle stop for 37 min,blue_dot,47638.4,13.7,0,unassigned,07/30/2025 10:25:05,[],[],,,,,,,,,
10984,CA3672253600,1FDAX2X82PKB52086,BCC-025,3672253600,3672253600,3,EDT,7/30/25 2:52:26 PM,7/30/25 11:52:26 AM MST,2025-07-30T18:52:26+00:00,2025-07-30 14:56:21,Jul 30 2025 11:54:37,42.3774103,-71.0588261,,,"100 Ferrin St, Charlestown, MA 02129-3177",190,S,on,0,0,0,20,0 mph S (max),green_dot,25383.9,13.6,5572416,assigned,07/30/2025 11:28:36,[],[],Ashley,Bowlin,13811,False,,,,,
10985,CA3672085212,1FBAX2C81RKA58234,BCC-026,3672085212,3672085212,20,EDT,7/30/25 2:35:42 PM,7/30/25 11:35:42 AM MST,2025-07-30T18:35:42+00:00,2025-07-30 14:56:21,Jul 30 2025 11:35:42,42.362414,-71.067672,996508.0,Mass General Hospital,"55 Parkman St, Boston, MA 02114-3120",335,NNW,off,0,0,0,0,Stopped 20 min,yellow_dot,14884.5,13.5,0,unassigned,07/30/2025 11:35:42,[],[],,,,,,,,,
10986,CA3672022707,1FTNE1EW6EDA51013,BCC-027,3672022707,3672022707,1348,EDT,7/29/25 4:27:59 PM,7/29/25 1:27:59 PM MST,2025-07-29T20:27:59+00:00,2025-07-30 14:56:21,Jul 30 2025 01:33:05,42.0544905,-71.0135485,994783.0,Brewster Brockton Main St,"1555 Main St, Brockton, MA 02301-7113",0,,off,0,0,0,0,"Stopped 22 hrs, 28 min",red_dot,225400.2,12.6,0,unassigned,07/29/2025 13:27:59,[],[],,,,,,,,,
10987,CA3672172417,1FMZK1CM8FKA55486,BCC-028,3672172417,3672172417,8467,EDT,7/24/25 5:48:23 PM,7/24/25 2:48:23 PM MST,2025-07-24T21:48:23+00:00,2025-07-30 14:56:21,Jul 30 2025 02:54:24,42.292176,-71.1185168,994787.0,Brewster J.P,"269 Hyde Park Ave, Jamaica Plain, MA 02130-4226",0,,off,0,0,0,0,Stopped 5 days,red_dot,243813.6,0.0,0,unassigned,07/24/2025 14:48:23,[],[],,,,,,,,,
10988,CA3672172547,1FMZK1CM2FKB09820,BCC-029,3672172547,3672172547,224966,EDT,2/24/25 9:30:11 AM,2/24/25 6:30:11 AM MST,2025-02-24T13:30:11+00:00,2025-07-30 14:56:21,Feb 24 2025 19:52:18,42.2068272,-70.9574654,994995.0,Brewster Weymouth,", Weymouth, MA 02188",190,S,off,0,0,0,0,Stopped 156 days,red_dot,220676.3,0.0,0,unassigned,02/24/2025 06:30:11,[],[],,,,,,,,,
10989,CA3672172415,1FMZK1CM1JKA07305,BCC-030,3672172415,3672172415,6,EDT,7/30/25 2:49:25 PM,7/30/25 11:49:25 AM MST,2025-07-30T18:49:25+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:40,42.0819086,-71.0182034,,,", Brockton, MA 02301",215,SW,on,0,0,0,0,Idle stop for 6 min,blue_dot,135677.1,13.8,0,unassigned,07/30/2025 11:18:46,[],[],,,,,,,,,
10990,CA3672172606,1FMZK1CM0FKB13736,BCC-031,3672172606,3672172606,4,EDT,7/30/25 2:52:12 PM,7/30/25 11:52:12 AM MST,2025-07-30T18:52:12+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:17,42.3353178,-71.1061185,996514.0,Brigham And Womens Hospital,"45 Francis St, Boston, MA 02115",24,NNE,on,0,0,0,0,Idle stop for 4 min,blue_dot,254014.3,13.7,5564070,assigned,07/30/2025 11:40:00,[],[],Robert,Carey,8254,False,,,,,
10991,CA3672172424,1FMZK1CM8FKB09823,BCC-032,3672172424,3672172424,10299,EDT,7/23/25 11:16:33 AM,7/23/25 8:16:33 AM MST,2025-07-23T15:16:33+00:00,2025-07-30 14:56:21,Jul 30 2025 08:22:49,42.2059045,-70.9569532,,,"Main St, Weymouth, MA 02188",0,,off,0,0,0,40,Stopped 7 days,red_dot,273110.5,12.5,0,unassigned,07/23/2025 08:16:33,[],[],,,,,,,,,
10992,CA3672171809,1FMZK1CM6FKB09819,BCC-033,3672171809,3672171809,0,EDT,7/30/25 2:55:38 PM,7/30/25 11:55:38 AM MST,2025-07-30T18:55:38+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:38,41.7326108,-70.769484,,,"I-195, Marion, MA 02738",22,NNE,on,75,68,71,65,71 mph NNE (75 max),bright_green_dot,259323.1,14.0,0,unassigned,07/30/2025 11:20:29,[],[],,,,,,,,,
10993,CA3672255197,1FDAX2X89PKB52733,BCC-034,3672255197,3672255197,12,EDT,7/30/25 2:44:12 PM,7/30/25 11:44:12 AM MST,2025-07-30T18:44:12+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:20,41.7591835,-71.1140761,,,"4901 N Main St, Fall River, MA 02720-2080",355,N,on,0,0,0,25,Idle stop for 12 min,blue_dot,46079.0,0.0,5565496,assigned,07/30/2025 10:11:38,[],[],Rich,StPierre,RStPierre,False,,,,,
